Driver,LapTime,Sector1Time,Sector2Time,Sector3Time
LEC,93.317,0 days 00:00:31.481000,0 days 00:00:35.738000,0 days 00:00:26.098000
LEC,93.31,0 days 00:00:31.478000,0 days 00:00:35.579000,0 days 00:00:26.253000
LEC,93.774,0 days 00:00:31.423000,0 days 00:00:35.756000,0 days 00:00:26.595000
LEC,93.809,0 days 00:00:32.040000,0 days 00:00:35.702000,0 days 00:00:26.067000
LEC,92.94,0 days 00:00:31.331000,0 days 00:00:35.617000,0 days 00:00:25.992000
LEC,93.278,0 days 00:00:31.654000,0 days 00:00:35.576000,0 days 00:00:26.048000
LEC,93.113,0 days 00:00:31.587000,0 days 00:00:35.679000,0 days 00:00:25.847000
LEC,93.152,0 days 00:00:31.759000,0 days 00:00:35.498000,0 days 00:00:25.895000
LEC,93.478,0 days 00:00:31.807000,0 days 00:00:35.655000,0 days 00:00:26.016000
LEC,93.171,0 days 00:00:31.704000,0 days 00:00:35.458000,0 days 00:00:26.009000
LEC,93.123,0 days 00:00:31.557000,0 days 00:00:35.636000,0 days 00:00:25.930000
LEC,93.327,0 days 00:00:31.637000,0 days 00:00:35.683000,0 days 00:00:26.007000
LEC,92.965,0 days 00:00:31.595000,0 days 00:00:35.514000,0 days 00:00:25.856000
LEC,92.689,0 days 00:00:31.417000,0 days 00:00:35.433000,0 days 00:00:25.839000
LEC,93.026,0 days 00:00:31.725000,0 days 00:00:35.369000,0 days 00:00:25.932000
LEC,93.068,0 days 00:00:31.683000,0 days 00:00:35.402000,0 days 00:00:25.983000
LEC,92.829,0 days 00:00:31.483000,0 days 00:00:35.461000,0 days 00:00:25.885000
LEC,98.239,0 days 00:00:31.584000,0 days 00:00:35.584000,0 days 00:00:31.071000
LEC,106.412,0 days 00:00:45.442000,0 days 00:00:34.987000,0 days 00:00:25.983000
LEC,92.113,0 days 00:00:31.154000,0 days 00:00:34.798000,0 days 00:00:26.161000
LEC,92.641,0 days 00:00:31.232000,0 days 00:00:35.281000,0 days 00:00:26.128000
LEC,107.724,0 days 00:00:42.781000,0 days 00:00:38.847000,0 days 00:00:26.096000
LEC,92.395,0 days 00:00:31.121000,0 days 00:00:35.290000,0 days 00:00:25.984000
LEC,92.279,0 days 00:00:30.926000,0 days 00:00:35.429000,0 days 00:00:25.924000
LEC,92.392,0 days 00:00:31.029000,0 days 00:00:35.435000,0 days 00:00:25.928000
LEC,92.057,0 days 00:00:30.806000,0 days 00:00:35.275000,0 days 00:00:25.976000
LEC,98.903,0 days 00:00:30.885000,0 days 00:00:35.236000,0 days 00:00:32.782000
LEC,145.594,0 days 00:00:48.315000,0 days 00:00:55.945000,0 days 00:00:41.334000
LEC,125.271,0 days 00:00:57.825000,0 days 00:00:38.796000,0 days 00:00:28.650000
LEC,102.14,0 days 00:00:35.455000,0 days 00:00:38.016000,0 days 00:00:28.669000
LEC,92.787,0 days 00:00:31.638000,0 days 00:00:35.356000,0 days 00:00:25.793000
LEC,91.499,0 days 00:00:30.864000,0 days 00:00:35.031000,0 days 00:00:25.604000
LEC,91.449,0 days 00:00:30.878000,0 days 00:00:34.926000,0 days 00:00:25.645000
LEC,91.864,0 days 00:00:30.964000,0 days 00:00:35.038000,0 days 00:00:25.862000
LEC,91.841,0 days 00:00:30.908000,0 days 00:00:35.005000,0 days 00:00:25.928000
LEC,91.753,0 days 00:00:30.808000,0 days 00:00:35.113000,0 days 00:00:25.832000
LEC,91.561,0 days 00:00:30.718000,0 days 00:00:35.062000,0 days 00:00:25.781000
LEC,91.652,0 days 00:00:30.743000,0 days 00:00:35.117000,0 days 00:00:25.792000
LEC,91.346,0 days 00:00:30.476000,0 days 00:00:35.107000,0 days 00:00:25.763000
LEC,91.5,0 days 00:00:30.692000,0 days 00:00:35.005000,0 days 00:00:25.803000
LEC,91.632,0 days 00:00:30.983000,0 days 00:00:34.814000,0 days 00:00:25.835000
LEC,91.554,0 days 00:00:30.544000,0 days 00:00:35.085000,0 days 00:00:25.925000
LEC,91.378,0 days 00:00:30.646000,0 days 00:00:34.920000,0 days 00:00:25.812000
LEC,91.537,0 days 00:00:30.579000,0 days 00:00:35.197000,0 days 00:00:25.761000
LEC,91.627,0 days 00:00:30.744000,0 days 00:00:35.059000,0 days 00:00:25.824000
LEC,91.227,0 days 00:00:30.532000,0 days 00:00:34.881000,0 days 00:00:25.814000
LEC,91.318,0 days 00:00:30.527000,0 days 00:00:35.038000,0 days 00:00:25.753000
LEC,91.936,0 days 00:00:30.493000,0 days 00:00:35.293000,0 days 00:00:26.150000
LEC,91.223,0 days 00:00:30.429000,0 days 00:00:35.007000,0 days 00:00:25.787000
LEC,91.779,0 days 00:00:30.438000,0 days 00:00:35.466000,0 days 00:00:25.875000
LEC,91.455,0 days 00:00:30.403000,0 days 00:00:35.268000,0 days 00:00:25.784000
LEC,91.592,0 days 00:00:30.567000,0 days 00:00:35.154000,0 days 00:00:25.871000
LEC,91.281,0 days 00:00:30.505000,0 days 00:00:35.032000,0 days 00:00:25.744000
LEC,91.084,0 days 00:00:30.383000,0 days 00:00:35.017000,0 days 00:00:25.684000
LEC,91.629,0 days 00:00:30.674000,0 days 00:00:35.135000,0 days 00:00:25.820000
STR,94.526,0 days 00:00:32.797000,0 days 00:00:35.722000,0 days 00:00:26.007000
STR,94.214,0 days 00:00:32.522000,0 days 00:00:35.786000,0 days 00:00:25.906000
STR,94.066,0 days 00:00:32.361000,0 days 00:00:35.903000,0 days 00:00:25.802000
STR,94.506,0 days 00:00:32.111000,0 days 00:00:36.360000,0 days 00:00:26.035000
STR,93.917,0 days 00:00:32.244000,0 days 00:00:35.824000,0 days 00:00:25.849000
STR,94.064,0 days 00:00:32.314000,0 days 00:00:35.782000,0 days 00:00:25.968000
STR,93.768,0 days 00:00:32.162000,0 days 00:00:35.704000,0 days 00:00:25.902000
STR,94.1,0 days 00:00:32.359000,0 days 00:00:35.828000,0 days 00:00:25.913000
STR,94.518,0 days 00:00:32.410000,0 days 00:00:36.265000,0 days 00:00:25.843000
STR,100.203,0 days 00:00:32.934000,0 days 00:00:36.189000,0 days 00:00:31.080000
STR,110.133,0 days 00:00:47.312000,0 days 00:00:37.044000,0 days 00:00:25.777000
STR,93.936,0 days 00:00:32.177000,0 days 00:00:35.785000,0 days 00:00:25.974000
STR,93.362,0 days 00:00:31.802000,0 days 00:00:35.620000,0 days 00:00:25.940000
STR,93.479,0 days 00:00:31.814000,0 days 00:00:35.707000,0 days 00:00:25.958000
STR,93.858,0 days 00:00:31.958000,0 days 00:00:35.847000,0 days 00:00:26.053000
STR,93.473,0 days 00:00:31.706000,0 days 00:00:35.780000,0 days 00:00:25.987000
STR,93.861,0 days 00:00:31.895000,0 days 00:00:36.006000,0 days 00:00:25.960000
STR,93.635,0 days 00:00:31.777000,0 days 00:00:35.930000,0 days 00:00:25.928000
STR,93.816,0 days 00:00:31.884000,0 days 00:00:35.847000,0 days 00:00:26.085000
STR,93.727,0 days 00:00:31.906000,0 days 00:00:35.817000,0 days 00:00:26.004000
STR,102.867,0 days 00:00:31.899000,0 days 00:00:35.845000,0 days 00:00:35.123000
STR,99.557,0 days 00:00:37.882000,0 days 00:00:35.699000,0 days 00:00:25.976000
STR,93.838,0 days 00:00:32.049000,0 days 00:00:35.910000,0 days 00:00:25.879000
STR,93.711,0 days 00:00:31.843000,0 days 00:00:35.811000,0 days 00:00:26.057000
STR,93.698,0 days 00:00:31.914000,0 days 00:00:35.857000,0 days 00:00:25.927000
STR,93.861,0 days 00:00:31.832000,0 days 00:00:36.029000,0 days 00:00:26
STR,116.594,0 days 00:00:32.010000,0 days 00:00:46.280000,0 days 00:00:38.304000
STR,137.277,0 days 00:00:55.621000,0 days 00:00:47.073000,0 days 00:00:34.583000
STR,107.776,0 days 00:00:39.144000,0 days 00:00:39.938000,0 days 00:00:28.694000
STR,111.157,0 days 00:00:41.339000,0 days 00:00:40.677000,0 days 00:00:29.141000
STR,124.501,0 days 00:00:40.104000,0 days 00:00:55.792000,0 days 00:00:28.605000
STR,93.033,0 days 00:00:31.687000,0 days 00:00:35.542000,0 days 00:00:25.804000
STR,93.559,0 days 00:00:32.413000,0 days 00:00:35.515000,0 days 00:00:25.631000
STR,92.95,0 days 00:00:31.857000,0 days 00:00:35.423000,0 days 00:00:25.670000
STR,93.354,0 days 00:00:31.975000,0 days 00:00:35.568000,0 days 00:00:25.811000
STR,93.145,0 days 00:00:32.209000,0 days 00:00:35.342000,0 days 00:00:25.594000
STR,92.789,0 days 00:00:31.689000,0 days 00:00:35.505000,0 days 00:00:25.595000
STR,92.919,0 days 00:00:31.958000,0 days 00:00:35.417000,0 days 00:00:25.544000
STR,94.389,0 days 00:00:33.458000,0 days 00:00:35.217000,0 days 00:00:25.714000
STR,92.16,0 days 00:00:31.248000,0 days 00:00:35.290000,0 days 00:00:25.622000
STR,92.584,0 days 00:00:31.571000,0 days 00:00:35.306000,0 days 00:00:25.707000
STR,92.958,0 days 00:00:31.971000,0 days 00:00:35.399000,0 days 00:00:25.588000
STR,92.524,0 days 00:00:31.513000,0 days 00:00:35.573000,0 days 00:00:25.438000
STR,92.836,0 days 00:00:32.047000,0 days 00:00:35.286000,0 days 00:00:25.503000
STR,92.451,0 days 00:00:31.426000,0 days 00:00:35.381000,0 days 00:00:25.644000
STR,92.442,0 days 00:00:31.502000,0 days 00:00:35.443000,0 days 00:00:25.497000
STR,92.935,0 days 00:00:31.851000,0 days 00:00:35.324000,0 days 00:00:25.760000
STR,92.342,0 days 00:00:31.120000,0 days 00:00:35.514000,0 days 00:00:25.708000
STR,91.991,0 days 00:00:31.215000,0 days 00:00:35.242000,0 days 00:00:25.534000
STR,93.951,0 days 00:00:32.559000,0 days 00:00:35.838000,0 days 00:00:25.554000
STR,93.206,0 days 00:00:31.902000,0 days 00:00:35.518000,0 days 00:00:25.786000
STR,91.973,0 days 00:00:30.866000,0 days 00:00:35.373000,0 days 00:00:25.734000
STR,91.742,0 days 00:00:30.943000,0 days 00:00:35.129000,0 days 00:00:25.670000
STR,91.632,0 days 00:00:30.898000,0 days 00:00:35.140000,0 days 00:00:25.594000
STR,91.593,0 days 00:00:30.995000,0 days 00:00:35.082000,0 days 00:00:25.516000
STR,91.588,0 days 00:00:30.954000,0 days 00:00:35.173000,0 days 00:00:25.461000
SAR,95.367,0 days 00:00:33.179000,0 days 00:00:36.041000,0 days 00:00:26.147000
SAR,94.646,0 days 00:00:32.871000,0 days 00:00:35.727000,0 days 00:00:26.048000
SAR,94.303,0 days 00:00:32.524000,0 days 00:00:35.784000,0 days 00:00:25.995000
SAR,93.833,0 days 00:00:32.257000,0 days 00:00:35.814000,0 days 00:00:25.762000
SAR,94.465,0 days 00:00:32.715000,0 days 00:00:35.831000,0 days 00:00:25.919000
SAR,94.641,0 days 00:00:32.346000,0 days 00:00:35.904000,0 days 00:00:26.391000
SAR,94.474,0 days 00:00:32.454000,0 days 00:00:36.045000,0 days 00:00:25.975000
SAR,94.275,0 days 00:00:32.351000,0 days 00:00:35.859000,0 days 00:00:26.065000
SAR,94.582,0 days 00:00:32.442000,0 days 00:00:36.009000,0 days 00:00:26.131000
SAR,99.392,0 days 00:00:32.523000,0 days 00:00:35.848000,0 days 00:00:31.021000
SAR,108.848,0 days 00:00:47.161000,0 days 00:00:35.495000,0 days 00:00:26.192000
SAR,93.706,0 days 00:00:32.027000,0 days 00:00:35.676000,0 days 00:00:26.003000
SAR,93.692,0 days 00:00:32.104000,0 days 00:00:35.535000,0 days 00:00:26.053000
SAR,93.452,0 days 00:00:32.123000,0 days 00:00:35.381000,0 days 00:00:25.948000
SAR,94.022,0 days 00:00:32.244000,0 days 00:00:35.667000,0 days 00:00:26.111000
SAR,93.717,0 days 00:00:32.076000,0 days 00:00:35.656000,0 days 00:00:25.985000
SAR,93.68,0 days 00:00:31.955000,0 days 00:00:35.770000,0 days 00:00:25.955000
SAR,93.542,0 days 00:00:31.979000,0 days 00:00:35.642000,0 days 00:00:25.921000
SAR,93.715,0 days 00:00:32.038000,0 days 00:00:35.690000,0 days 00:00:25.987000
SAR,93.805,0 days 00:00:31.866000,0 days 00:00:35.863000,0 days 00:00:26.076000
SAR,103.592,0 days 00:00:31.883000,0 days 00:00:35.578000,0 days 00:00:36.131000
SAR,98.214,0 days 00:00:36.614000,0 days 00:00:35.600000,0 days 00:00:26
SAR,93.685,0 days 00:00:31.836000,0 days 00:00:35.882000,0 days 00:00:25.967000
SAR,93.802,0 days 00:00:31.854000,0 days 00:00:35.812000,0 days 00:00:26.136000
SAR,94.215,0 days 00:00:32.051000,0 days 00:00:36.155000,0 days 00:00:26.009000
SAR,93.555,0 days 00:00:31.792000,0 days 00:00:35.710000,0 days 00:00:26.053000
MAG,96.868,0 days 00:00:32.992000,0 days 00:00:36.783000,0 days 00:00:27.093000
MAG,95.28,0 days 00:00:33.382000,0 days 00:00:35.883000,0 days 00:00:26.015000
MAG,94.46,0 days 00:00:32.662000,0 days 00:00:35.770000,0 days 00:00:26.028000
MAG,94.221,0 days 00:00:32.289000,0 days 00:00:35.683000,0 days 00:00:26.249000
MAG,93.856,0 days 00:00:32.307000,0 days 00:00:35.638000,0 days 00:00:25.911000
MAG,94.666,0 days 00:00:32.589000,0 days 00:00:35.766000,0 days 00:00:26.311000
MAG,95.192,0 days 00:00:33.145000,0 days 00:00:35.878000,0 days 00:00:26.169000
MAG,94.577,0 days 00:00:32.547000,0 days 00:00:35.813000,0 days 00:00:26.217000
MAG,95.118,0 days 00:00:32.819000,0 days 00:00:35.995000,0 days 00:00:26.304000
MAG,95.152,0 days 00:00:32.619000,0 days 00:00:36.205000,0 days 00:00:26.328000
MAG,94.613,0 days 00:00:32.325000,0 days 00:00:35.928000,0 days 00:00:26.360000
MAG,94.605,0 days 00:00:32.317000,0 days 00:00:35.915000,0 days 00:00:26.373000
MAG,94.218,0 days 00:00:32.069000,0 days 00:00:35.928000,0 days 00:00:26.221000
MAG,93.895,0 days 00:00:32.099000,0 days 00:00:35.622000,0 days 00:00:26.174000
MAG,94.125,0 days 00:00:32.078000,0 days 00:00:35.796000,0 days 00:00:26.251000
MAG,94.14,0 days 00:00:32.063000,0 days 00:00:35.802000,0 days 00:00:26.275000
MAG,94.036,0 days 00:00:32.097000,0 days 00:00:35.723000,0 days 00:00:26.216000
MAG,94.127,0 days 00:00:32.122000,0 days 00:00:35.784000,0 days 00:00:26.221000
MAG,94.121,0 days 00:00:32.008000,0 days 00:00:35.881000,0 days 00:00:26.232000
MAG,94.118,0 days 00:00:32.053000,0 days 00:00:35.829000,0 days 00:00:26.236000
MAG,104.467,0 days 00:00:32.133000,0 days 00:00:35.684000,0 days 00:00:36.650000
MAG,108.784,0 days 00:00:47.565000,0 days 00:00:35.293000,0 days 00:00:25.926000
MAG,93.148,0 days 00:00:31.867000,0 days 00:00:35.489000,0 days 00:00:25.792000
MAG,93.181,0 days 00:00:31.998000,0 days 00:00:35.439000,0 days 00:00:25.744000
MAG,94.371,0 days 00:00:32.282000,0 days 00:00:36.175000,0 days 00:00:25.914000
MAG,93.379,0 days 00:00:31.942000,0 days 00:00:35.703000,0 days 00:00:25.734000
MAG,146.123,0 days 00:00:56.596000,0 days 00:00:49.375000,0 days 00:00:40.152000
MAG,145.263,0 days 00:01:00.768000,0 days 00:00:48.601000,0 days 00:00:35.894000
MAG,103.269,0 days 00:00:38.568000,0 days 00:00:37.090000,0 days 00:00:27.611000
MAG,100.373,0 days 00:00:33.866000,0 days 00:00:35.167000,0 days 00:00:31.340000
MAG,115.086,0 days 00:00:54.100000,0 days 00:00:35.114000,0 days 00:00:25.872000
MAG,91.774,0 days 00:00:30.917000,0 days 00:00:35.115000,0 days 00:00:25.742000
MAG,92.23,0 days 00:00:31.246000,0 days 00:00:35.107000,0 days 00:00:25.877000
MAG,91.993,0 days 00:00:31.148000,0 days 00:00:35.031000,0 days 00:00:25.814000
MAG,92.206,0 days 00:00:31.210000,0 days 00:00:35.295000,0 days 00:00:25.701000
MAG,91.985,0 days 00:00:31.187000,0 days 00:00:34.961000,0 days 00:00:25.837000
MAG,92.074,0 days 00:00:31.275000,0 days 00:00:35.084000,0 days 00:00:25.715000
MAG,92.318,0 days 00:00:31.179000,0 days 00:00:35.246000,0 days 00:00:25.893000
MAG,92.462,0 days 00:00:31.320000,0 days 00:00:35.276000,0 days 00:00:25.866000
MAG,92.336,0 days 00:00:31.244000,0 days 00:00:35.256000,0 days 00:00:25.836000
MAG,92.3,0 days 00:00:31.143000,0 days 00:00:35.309000,0 days 00:00:25.848000
MAG,92.087,0 days 00:00:31.200000,0 days 00:00:35.132000,0 days 00:00:25.755000
MAG,92.287,0 days 00:00:31.264000,0 days 00:00:35.219000,0 days 00:00:25.804000
MAG,92.279,0 days 00:00:31.281000,0 days 00:00:35.171000,0 days 00:00:25.827000
MAG,93.068,0 days 00:00:31.322000,0 days 00:00:35.202000,0 days 00:00:26.544000
MAG,92.989,0 days 00:00:31.792000,0 days 00:00:35.304000,0 days 00:00:25.893000
MAG,92.384,0 days 00:00:31.147000,0 days 00:00:35.485000,0 days 00:00:25.752000
MAG,92.344,0 days 00:00:31.269000,0 days 00:00:35.386000,0 days 00:00:25.689000
MAG,92.395,0 days 00:00:31.373000,0 days 00:00:35.288000,0 days 00:00:25.734000
MAG,92.433,0 days 00:00:31.616000,0 days 00:00:35.290000,0 days 00:00:25.527000
MAG,93.125,0 days 00:00:32.063000,0 days 00:00:35.474000,0 days 00:00:25.588000
MAG,92.704,0 days 00:00:31.370000,0 days 00:00:35.617000,0 days 00:00:25.717000
MAG,92.755,0 days 00:00:31.545000,0 days 00:00:35.345000,0 days 00:00:25.865000
MAG,92.36,0 days 00:00:31.339000,0 days 00:00:35.258000,0 days 00:00:25.763000
MAG,92.781,0 days 00:00:31.515000,0 days 00:00:35.439000,0 days 00:00:25.827000
MAG,93.134,0 days 00:00:31.736000,0 days 00:00:35.640000,0 days 00:00:25.758000
TSU,94.337,0 days 00:00:32.682000,0 days 00:00:35.581000,0 days 00:00:26.074000
TSU,94.277,0 days 00:00:32.245000,0 days 00:00:35.923000,0 days 00:00:26.109000
TSU,93.892,0 days 00:00:32.055000,0 days 00:00:35.718000,0 days 00:00:26.119000
TSU,95.267,0 days 00:00:33.019000,0 days 00:00:36.124000,0 days 00:00:26.124000
TSU,93.902,0 days 00:00:32.005000,0 days 00:00:35.836000,0 days 00:00:26.061000
TSU,93.682,0 days 00:00:31.779000,0 days 00:00:35.798000,0 days 00:00:26.105000
TSU,94.022,0 days 00:00:32.253000,0 days 00:00:35.829000,0 days 00:00:25.940000
TSU,94.117,0 days 00:00:32.303000,0 days 00:00:35.801000,0 days 00:00:26.013000
TSU,94.916,0 days 00:00:32.517000,0 days 00:00:36.121000,0 days 00:00:26.278000
TSU,94.816,0 days 00:00:32.613000,0 days 00:00:36.112000,0 days 00:00:26.091000
TSU,94.631,0 days 00:00:32.407000,0 days 00:00:36.120000,0 days 00:00:26.104000
TSU,94.689,0 days 00:00:32.096000,0 days 00:00:35.959000,0 days 00:00:26.634000
TSU,93.975,0 days 00:00:31.964000,0 days 00:00:35.761000,0 days 00:00:26.250000
TSU,93.337,0 days 00:00:31.625000,0 days 00:00:35.531000,0 days 00:00:26.181000
TSU,93.683,0 days 00:00:31.887000,0 days 00:00:35.634000,0 days 00:00:26.162000
TSU,93.936,0 days 00:00:31.656000,0 days 00:00:35.678000,0 days 00:00:26.602000
TSU,93.745,0 days 00:00:31.825000,0 days 00:00:35.625000,0 days 00:00:26.295000
TSU,93.382,0 days 00:00:31.551000,0 days 00:00:35.627000,0 days 00:00:26.204000
TSU,93.447,0 days 00:00:31.694000,0 days 00:00:35.606000,0 days 00:00:26.147000
TSU,93.711,0 days 00:00:31.764000,0 days 00:00:35.668000,0 days 00:00:26.279000
TSU,93.715,0 days 00:00:31.717000,0 days 00:00:35.546000,0 days 00:00:26.452000
TSU,107.822,0 days 00:00:44.891000,0 days 00:00:36.852000,0 days 00:00:26.079000
TSU,94.405,0 days 00:00:31.645000,0 days 00:00:36.676000,0 days 00:00:26.084000
TSU,93.277,0 days 00:00:31.655000,0 days 00:00:35.463000,0 days 00:00:26.159000
TSU,93.08,0 days 00:00:31.504000,0 days 00:00:35.418000,0 days 00:00:26.158000
TSU,93.109,0 days 00:00:31.376000,0 days 00:00:35.572000,0 days 00:00:26.161000
TSU,107.67,0 days 00:00:31.382000,0 days 00:00:36.630000,0 days 00:00:39.658000
TSU,138.203,0 days 00:00:55.486000,0 days 00:00:48.152000,0 days 00:00:34.565000
TSU,121.366,0 days 00:00:49.287000,0 days 00:00:42.916000,0 days 00:00:29.163000
TSU,102.763,0 days 00:00:36.233000,0 days 00:00:37.916000,0 days 00:00:28.614000
TSU,143.555,0 days 00:00:51.865000,0 days 00:00:58.387000,0 days 00:00:33.303000
TSU,94.127,0 days 00:00:32.342000,0 days 00:00:35.758000,0 days 00:00:26.027000
TSU,93.232,0 days 00:00:31.293000,0 days 00:00:36.052000,0 days 00:00:25.887000
TSU,92.318,0 days 00:00:31.326000,0 days 00:00:35.032000,0 days 00:00:25.960000
TSU,92.388,0 days 00:00:31.102000,0 days 00:00:35.247000,0 days 00:00:26.039000
TSU,91.906,0 days 00:00:30.995000,0 days 00:00:35.042000,0 days 00:00:25.869000
TSU,91.724,0 days 00:00:30.954000,0 days 00:00:34.934000,0 days 00:00:25.836000
TSU,92.204,0 days 00:00:31.109000,0 days 00:00:35.246000,0 days 00:00:25.849000
TSU,92.798,0 days 00:00:31.277000,0 days 00:00:35.543000,0 days 00:00:25.978000
TSU,92.177,0 days 00:00:31.006000,0 days 00:00:35.248000,0 days 00:00:25.923000
TSU,91.943,0 days 00:00:30.899000,0 days 00:00:35.151000,0 days 00:00:25.893000
TSU,91.909,0 days 00:00:30.992000,0 days 00:00:35.120000,0 days 00:00:25.797000
TSU,91.915,0 days 00:00:30.988000,0 days 00:00:35.053000,0 days 00:00:25.874000
TSU,92.077,0 days 00:00:30.952000,0 days 00:00:35.246000,0 days 00:00:25.879000
TSU,92.025,0 days 00:00:30.840000,0 days 00:00:35.234000,0 days 00:00:25.951000
TSU,92.006,0 days 00:00:30.943000,0 days 00:00:35.141000,0 days 00:00:25.922000
TSU,92.01,0 days 00:00:30.881000,0 days 00:00:35.232000,0 days 00:00:25.897000
TSU,92.164,0 days 00:00:30.772000,0 days 00:00:35.459000,0 days 00:00:25.933000
TSU,91.952,0 days 00:00:30.749000,0 days 00:00:35.241000,0 days 00:00:25.962000
TSU,92.07,0 days 00:00:30.859000,0 days 00:00:35.247000,0 days 00:00:25.964000
TSU,92.023,0 days 00:00:30.834000,0 days 00:00:35.237000,0 days 00:00:25.952000
TSU,91.955,0 days 00:00:30.736000,0 days 00:00:35.315000,0 days 00:00:25.904000
TSU,91.893,0 days 00:00:30.671000,0 days 00:00:35.288000,0 days 00:00:25.934000
TSU,91.682,0 days 00:00:30.792000,0 days 00:00:35.088000,0 days 00:00:25.802000
TSU,91.822,0 days 00:00:30.857000,0 days 00:00:35.164000,0 days 00:00:25.801000
TSU,91.957,0 days 00:00:30.873000,0 days 00:00:35.161000,0 days 00:00:25.923000
ALB,94.925,0 days 00:00:32.833000,0 days 00:00:36.217000,0 days 00:00:25.875000
ALB,94.309,0 days 00:00:32.569000,0 days 00:00:35.701000,0 days 00:00:26.039000
ALB,93.889,0 days 00:00:32.383000,0 days 00:00:35.633000,0 days 00:00:25.873000
ALB,94.174,0 days 00:00:32.401000,0 days 00:00:35.666000,0 days 00:00:26.107000
ALB,94.26,0 days 00:00:32.643000,0 days 00:00:35.645000,0 days 00:00:25.972000
ALB,94.475,0 days 00:00:32.519000,0 days 00:00:35.673000,0 days 00:00:26.283000
ALB,93.981,0 days 00:00:32.404000,0 days 00:00:35.636000,0 days 00:00:25.941000
ALB,94.249,0 days 00:00:32.442000,0 days 00:00:35.790000,0 days 00:00:26.017000
ALB,99.601,0 days 00:00:32.552000,0 days 00:00:35.738000,0 days 00:00:31.311000
ALB,107.913,0 days 00:00:46.829000,0 days 00:00:35.135000,0 days 00:00:25.949000
ALB,94.419,0 days 00:00:32.068000,0 days 00:00:35.929000,0 days 00:00:26.422000
ALB,94.49,0 days 00:00:32.533000,0 days 00:00:35.832000,0 days 00:00:26.125000
ALB,93.929,0 days 00:00:32.128000,0 days 00:00:35.653000,0 days 00:00:26.148000
ALB,93.447,0 days 00:00:32.072000,0 days 00:00:35.358000,0 days 00:00:26.017000
ALB,94.178,0 days 00:00:32.389000,0 days 00:00:35.615000,0 days 00:00:26.174000
ALB,93.683,0 days 00:00:31.987000,0 days 00:00:35.621000,0 days 00:00:26.075000
ALB,93.692,0 days 00:00:31.990000,0 days 00:00:35.639000,0 days 00:00:26.063000
ALB,93.671,0 days 00:00:32.133000,0 days 00:00:35.512000,0 days 00:00:26.026000
ALB,93.584,0 days 00:00:32.087000,0 days 00:00:35.504000,0 days 00:00:25.993000
ALB,93.607,0 days 00:00:32.136000,0 days 00:00:35.450000,0 days 00:00:26.021000
ALB,103.665,0 days 00:00:32.196000,0 days 00:00:35.569000,0 days 00:00:35.900000
ALB,98.596,0 days 00:00:37.219000,0 days 00:00:35.465000,0 days 00:00:25.912000
ALB,93.96,0 days 00:00:32.093000,0 days 00:00:35.790000,0 days 00:00:26.077000
ALB,93.429,0 days 00:00:31.829000,0 days 00:00:35.648000,0 days 00:00:25.952000
ALB,93.474,0 days 00:00:32.075000,0 days 00:00:35.593000,0 days 00:00:25.806000
ALB,93.78,0 days 00:00:32.175000,0 days 00:00:35.656000,0 days 00:00:25.949000
ALB,113.226,0 days 00:00:32.431000,0 days 00:00:45.791000,0 days 00:00:35.004000
ALB,127.113,0 days 00:00:45.181000,0 days 00:00:47.177000,0 days 00:00:34.755000
ALB,113.02,0 days 00:00:39.261000,0 days 00:00:44.661000,0 days 00:00:29.098000
ALB,111.085,0 days 00:00:40.913000,0 days 00:00:41.309000,0 days 00:00:28.863000
ALB,129.454,0 days 00:00:42.555000,0 days 00:00:56.311000,0 days 00:00:30.588000
ALB,93.921,0 days 00:00:32.204000,0 days 00:00:35.693000,0 days 00:00:26.024000
ALB,93.497,0 days 00:00:32.392000,0 days 00:00:35.268000,0 days 00:00:25.837000
ALB,92.855,0 days 00:00:31.885000,0 days 00:00:35.316000,0 days 00:00:25.654000
ALB,93.157,0 days 00:00:32.088000,0 days 00:00:35.372000,0 days 00:00:25.697000
ALB,93.054,0 days 00:00:31.875000,0 days 00:00:35.273000,0 days 00:00:25.906000
ALB,92.997,0 days 00:00:31.887000,0 days 00:00:35.245000,0 days 00:00:25.865000
ALB,93.499,0 days 00:00:31.825000,0 days 00:00:35.813000,0 days 00:00:25.861000
ALB,92.765,0 days 00:00:31.688000,0 days 00:00:35.210000,0 days 00:00:25.867000
ALB,93.642,0 days 00:00:32.478000,0 days 00:00:35.414000,0 days 00:00:25.750000
ALB,92.947,0 days 00:00:31.693000,0 days 00:00:35.201000,0 days 00:00:26.053000
ALB,92.681,0 days 00:00:31.669000,0 days 00:00:35.142000,0 days 00:00:25.870000
ALB,92.778,0 days 00:00:31.626000,0 days 00:00:35.295000,0 days 00:00:25.857000
ALB,92.565,0 days 00:00:31.620000,0 days 00:00:35.181000,0 days 00:00:25.764000
ALB,92.801,0 days 00:00:31.790000,0 days 00:00:35.355000,0 days 00:00:25.656000
ALB,92.66,0 days 00:00:31.751000,0 days 00:00:35.224000,0 days 00:00:25.685000
ALB,92.552,0 days 00:00:31.803000,0 days 00:00:35.100000,0 days 00:00:25.649000
ALB,92.646,0 days 00:00:31.557000,0 days 00:00:35.264000,0 days 00:00:25.825000
ALB,92.755,0 days 00:00:31.517000,0 days 00:00:35.401000,0 days 00:00:25.837000
